"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"501",57,12,38,478,13,NA,12,NA,436,8
"502",32,16,38,17,13,34,12,27,18,8
"503",121,33,19,23,16,20,135,249,148,23
"504",74,19,19,39,55,13,12,18,79,11
"505",199,9,135,10,12,216,14,18,208,47
"506",12,19,319,71,29,15,20,68,44,28
"507",23,21,15,162,24,13,155,12,11,169
"508",9,10,109,66,19,23,98,56,23,9
"509",65,71,11,11,17,19,28,55,92,18
"510",124,86,23,117,18,24,21,12,15,50
"511",20,24,14,15,15,9,9,42,47,9
"512",12,47,87,77,32,86,47,13,19,30
"513",16,11,13,34,56,66,44,15,15,17
"514",53,14,14,9,134,87,30,125,21,24
"515",35,194,19,10,191,31,10,11,14,135
"516",33,11,24,18,12,28,34,36,39,31
"517",11,11,90,132,138,7,11,8,22,10
"518",38,11,10,73,133,30,81,28,23,157
"519",49,16,26,15,57,20,10,55,47,12
"520",20,63,13,10,12,36,13,13,97,95
"521",9,10,9,21,10,17,277,27,147,14
"522",60,26,26,NA,NA,NA,28,25,18,57
"523",28,20,73,31,28,63,25,20,52,32
"524",14,79,24,465,473,19,106,47,16,25
"525",26,134,14,85,NA,NA,13,14,18,44
"526",36,86,92,11,85,13,19,13,11,14
"527",15,21,23,10,65,12,10,65,16,60
"528",69,11,15,9,20,74,15,49,71,28
"529",101,86,16,23,14,12,13,17,43,10
"530",21,41,14,34,26,22,14,38,9,16
"531",11,38,90,20,36,61,17,85,10,78
"532",14,18,73,15,14,14,78,20,20,7
"533",15,17,24,10,6,12,14,21,25,9
"534",11,17,11,12,25,18,11,13,29,21
"535",43,14,12,10,29,17,58,16,17,12
"536",82,25,37,14,33,11,32,96,11,92
"537",101,17,127,12,11,115,36,12,127,17
"538",23,26,13,11,10,21,13,15,28,15
"539",24,34,8,24,14,35,16,32,18,11
"540",24,80,14,72,28,54,68,20,12,16
"541",16,15,12,8,14,13,16,20,15,25
"542",10,8,64,52,57,9,17,25,17,10
"543",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544",14,48,12,11,18,14,105,15,55,9
"545",89,19,24,20,91,15,51,9,27,82
"546",485,17,16,471,17,8,155,30,19,75
"547",14,62,11,149,42,153,12,15,16,11
"548",16,69,13,12,47,70,31,12,18,15
"549",NA,NA,NA,NA,NA,NA,NA,30,202,NA
"550",43,13,20,229,75,221,15,168,13,22
"551",100,35,11,25,72,47,10,17,97,14
"552",73,92,20,82,11,21,36,26,16,18
"553",463,486,32,24,17,15,19,141,34,10
"554",8,9,42,18,9,44,35,27,24,15
"555",25,22,21,14,363,290,14,57,12,16
"556",10,11,17,27,23,32,25,12,10,35
"557",13,25,16,13,14,22,27,10,21,10
"558",26,12,10,8,22,9,22,12,13,19
"559",105,10,43,40,43,101,50,68,12,26
"560",71,336,21,30,12,21,85,322,15,18
"561",95,93,11,13,12,12,32,18,78,10
"562",37,24,21,20,7,9,14,57,44,10
"563",10,12,38,11,11,17,102,94,8,15
"564",15,15,46,8,11,29,14,43,19,9
"565",14,156,8,13,11,11,21,37,146,45
"566",15,10,181,124,264,15,8,36,18,14
"567",174,25,26,26,177,15,15,21,27,14
"568",170,26,11,9,177,140,13,15,28,15
"569",36,37,22,14,16,14,14,14,19,28
"570",16,115,72,30,8,32,172,18,52,10
"571",25,20,51,12,10,7,19,10,40,54
"572",14,340,19,10,20,13,36,19,20,64
"573",13,35,12,11,10,32,13,37,15,26
"574",14,90,16,14,14,87,81,17,20,29
"575",18,16,9,14,19,16,52,59,14,9
"576",10,16,46,18,19,11,22,41,17,10
"577",14,28,17,23,23,26,47,22,52,30
"578",12,13,9,9,96,104,86,9,8,14
"579",18,14,37,11,13,13,61,24,67,47
"580",19,55,27,12,9,33,53,12,12,21
"581",10,43,45,10,17,14,8,17,17,16
"582",19,85,21,22,98,16,15,75,16,18
"583",18,16,19,12,11,16,26,13,28,7
"584",12,273,10,330,12,14,6,8,11,275
"585",20,38,18,95,23,95,8,46,12,22
"586",17,16,36,16,24,37,28,38,19,19
"587",66,10,40,30,17,63,62,33,10,16
"588",29,32,20,27,9,56,73,64,62,15
"589",27,15,46,31,10,16,20,48,9,26
"590",21,71,46,17,24,24,17,16,15,83
"591",11,111,76,9,8,11,22,122,19,36
"592",13,11,11,9,461,11,25,457,433,12
"593",38,15,17,14,9,103,11,13,107,85
"594",13,442,12,407,11,446,9,14,18,8
"595",30,67,47,19,13,9,9,41,68,11
"596",11,18,10,14,23,148,12,13,144,8
"597",25,68,18,18,26,23,61,20,30,27
"598",30,60,24,11,40,45,19,19,365,20
"599",14,21,19,49,11,163,178,28,167,23
"600",17,80,17,64,76,21,40,28,14,15
"601",14,212,276,14,19,21,21,44,15,17
"602",41,28,176,172,22,24,59,25,13,46
"603",11,13,34,14,22,32,43,16,20,11
"604",33,32,27,30,36,20,41,15,36,19
"605",25,104,73,15,74,55,16,22,17,11
"606",17,11,11,15,74,74,14,77,19,16
"607",15,22,26,68,13,14,83,21,96,89
"608",34,242,14,24,24,32,11,19,14,224
"609",11,40,26,19,20,18,22,18,40,13
"610",72,33,19,22,29,97,16,13,205,15
"611",24,11,50,22,48,11,10,13,8,47
"612",50,14,10,12,7,10,33,61,8,61
"613",100,28,47,16,110,24,86,16,24,13
"614",17,40,15,83,13,20,68,11,83,17
"615",19,16,17,69,17,63,20,12,73,9
"616",24,20,181,11,13,12,170,37,11,30
"617",12,56,31,151,8,22,16,164,225,22
"618",18,10,13,13,17,24,24,22,36,36
"619",12,21,35,53,39,39,31,35,8,13
"620",12,36,22,10,22,11,42,15,14,41
"621",19,178,20,22,17,18,183,20,30,16
"622",81,11,28,75,63,10,32,79,18,9
"623",99,98,11,12,9,8,10,14,15,9
"624",20,9,12,50,46,48,15,13,11,9
"625",7,65,18,12,17,30,150,14,27,154
"626",71,22,57,15,98,14,25,104,110,31
"627",9,15,75,10,58,15,8,10,67,10
"628",37,18,28,36,15,12,16,11,11,12
"629",42,9,7,19,16,27,44,33,10,12
"630",354,14,358,13,28,30,33,46,47,14
"631",19,27,23,34,18,25,39,14,17,21
"632",10,81,16,11,10,29,76,20,10,8
"633",NA,20,26,NA,25,30,14,NA,29,NA
"634",34,17,63,54,39,23,35,11,40,35
"635",99,11,23,11,16,102,17,29,11,11
"636",57,12,76,11,86,13,84,11,73,11
"637",26,54,70,23,62,31,13,57,20,14
"638",19,12,10,9,12,11,11,14,26,25
"639",79,8,11,15,15,16,13,23,17,76
"640",10,15,17,10,17,40,11,42,16,25
"641",245,110,226,17,25,112,14,18,14,16
"642",20,12,184,143,17,14,18,147,16,39
"643",78,15,121,135,146,160,143,23,37,25
"644",307,NA,NA,NA,9,126,110,26,11,NA
"645",10,11,15,14,15,27,13,13,61,57
"646",81,81,19,19,35,19,34,31,11,47
"647",227,27,10,443,21,36,440,435,31,25
"648",140,139,102,16,80,111,31,62,23,30
"649",33,12,16,14,21,287,16,12,361,31
"650",10,29,24,13,13,13,14,25,14,9
"651",46,83,23,84,11,19,25,15,11,70
"652",12,16,17,27,13,12,11,16,13,14
"653",17,7,133,11,36,26,238,10,14,14
"654",16,25,58,17,15,61,54,18,39,19
"655",10,61,64,7,8,164,13,20,12,22
"656",16,71,73,70,45,10,63,11,9,31
"657",13,9,53,18,49,10,14,35,52,21
"658",23,18,30,14,19,38,42,47,40,23
"659",128,108,11,157,10,15,16,22,11,15
"660",7,19,189,176,26,10,11,25,161,160
"661",9,8,13,13,110,10,117,30,31,7
"662",11,78,16,18,29,86,7,75,11,11
"663",35,22,25,16,14,195,21,15,206,9
"664",18,56,17,23,26,10,35,34,63,66
"665",11,34,62,25,21,56,11,20,8,17
"666",13,11,111,10,100,15,12,18,16,111
"667",22,15,16,8,112,84,110,11,14,17
"668",19,121,9,38,153,15,155,17,11,125
"669",7,16,15,13,21,26,10,12,7,22
"670",110,122,99,21,107,9,13,12,16,14
"671",12,18,47,11,18,36,12,13,47,22
"672",12,53,42,11,14,8,20,8,18,51
"673",81,42,63,79,20,19,37,26,21,22
"674",11,82,14,21,55,18,16,80,18,79
"675",20,52,14,14,30,86,10,95,81,21
"676",64,15,57,38,24,51,10,34,16,37
"677",16,14,21,62,8,65,36,8,65,20
"678",31,16,12,16,18,73,54,10,74,13
"679",29,16,11,23,49,25,14,47,27,10
"680",15,22,12,15,30,27,56,15,47,55
"681",9,41,114,8,123,102,102,22,9,35
"682",17,12,11,25,10,14,21,12,18,18
"683",17,13,27,10,30,10,12,7,16,28
"684",18,17,25,29,15,26,22,19,20,17
"685",15,26,27,12,40,27,10,36,23,11
"686",467,27,31,117,45,39,59,13,402,50
"687",8,9,43,10,44,68,14,13,26,9
"688",18,24,17,14,29,78,80,82,31,34
"689",36,14,37,14,9,6,9,45,13,42
"690",7,278,21,188,7,69,8,11,22,9
"691",134,115,138,15,12,30,15,11,9,13
"692",58,111,19,34,57,12,72,12,10,107
"693",17,34,13,121,18,35,81,10,110,114
"694",92,13,140,13,23,39,96,11,13,12
"695",37,63,31,27,56,35,19,21,11,64
"696",56,8,11,8,45,10,47,17,10,29
"697",207,NA,47,194,14,27,30,32,11,298
"698",13,25,12,15,7,11,12,22,23,8
"699",35,22,70,11,16,11,59,15,76,11
"700",19,14,107,15,26,17,103,16,97,13
"701",12,20,18,43,44,14,22,26,14,32
"702",11,12,193,36,13,78,192,8,63,45
"703",17,17,13,13,13,15,29,37,36,24
"704",19,15,74,77,28,65,80,52,16,23
"705",105,10,95,87,30,18,29,24,15,16
"706",57,27,20,11,56,59,29,38,17,40
"707",138,8,142,12,53,16,17,10,14,145
"708",47,43,23,14,20,18,19,11,16,49
"709",46,124,21,118,12,26,54,110,39,42
"710",51,38,55,91,38,16,11,16,32,12
"711",23,NA,NA,143,227,13,21,NA,79,NA
"712",31,8,19,9,238,14,238,259,376,10
"713",20,25,54,22,29,30,164,135,62,26
"714",73,40,95,20,36,24,59,77,17,85
"715",11,16,17,16,21,96,105,40,15,15
"716",42,20,173,14,44,14,116,371,18,15
"717",48,43,32,16,20,22,44,23,28,36
"718",34,17,9,12,223,21,12,43,186,21
"719",10,22,67,130,133,14,11,35,105,56
"720",9,263,472,9,49,261,9,168,8,11
"721",126,50,71,11,12,120,14,73,80,16
"722",42,66,77,81,16,12,22,72,31,26
"723",23,23,13,82,18,41,65,14,49,83
"724",21,192,154,19,21,16,15,18,24,80
"725",47,16,17,13,17,188,170,10,20,23
"726",81,12,91,34,96,24,19,21,21,100
"727",18,10,13,16,83,17,32,125,32,111
"728",44,13,14,45,19,14,13,9,13,20
"729",15,28,20,13,24,210,29,23,343,16
"730",22,51,29,31,97,44,12,102,51,57
"731",22,25,72,49,76,12,15,53,51,13
"732",74,8,115,19,19,29,17,10,12,12
"733",12,38,18,24,12,15,10,17,13,12
"734",8,8,22,18,18,9,64,119,10,43
"735",17,31,21,11,17,18,25,NA,12,22
"736",11,95,87,14,16,23,56,28,91,12
"737",37,23,39,11,65,53,56,21,13,95
"738",15,67,126,8,89,128,16,20,28,18
"739",25,95,23,19,42,60,16,90,29,16
"740",80,436,25,34,14,402,430,11,17,14
"741",22,9,8,17,16,25,27,16,11,27
"742",12,64,247,9,11,9,206,9,81,40
"743",98,42,14,15,12,19,25,59,90,9
"744",37,37,43,23,25,13,43,39,18,26
"745",8,9,53,16,9,11,14,53,15,54
"746",21,21,13,30,25,20,15,51,13,23
"747",15,12,285,8,8,274,10,231,263,9
"748",103,21,13,54,43,99,24,12,15,15
"749",15,14,12,105,12,15,97,12,16,19
"750",155,9,28,35,268,14,17,256,98,16
"751",18,229,204,45,8,194,14,24,13,36
"752",180,31,21,17,28,164,23,12,8,33
"753",49,17,27,23,6,52,20,38,20,21
"754",17,14,15,18,24,10,23,40,38,15
"755",39,9,40,9,42,19,25,12,19,7
"756",16,10,22,47,55,29,21,14,13,49
"757",7,11,21,12,187,7,8,10,248,310
"758",27,NA,25,44,NA,13,NA,86,23,92
"759",16,10,9,46,13,50,11,20,12,52
"760",73,67,17,9,27,15,69,11,19,14
"761",47,79,9,22,12,12,44,21,13,18
"762",29,73,22,35,94,17,39,18,95,44
"763",29,13,32,13,21,197,11,326,24,41
"764",89,103,19,49,8,45,14,10,101,14
"765",7,16,26,57,12,45,14,27,61,29
"766",45,12,11,23,19,16,44,60,11,38
"767",21,14,20,19,13,15,25,48,17,50
"768",51,55,18,10,10,58,19,17,14,11
"769",16,17,40,16,39,14,10,11,24,15
"770",34,39,25,80,12,81,16,14,16,27
"771",249,250,34,9,24,259,34,17,23,29
"772",23,15,62,33,73,16,27,15,15,71
"773",14,24,17,21,10,12,9,18,8,29
"774",16,60,22,45,18,71,37,46,65,14
"775",29,145,13,134,16,24,76,31,17,140
"776",14,15,27,11,24,11,27,10,14,9
"777",52,91,12,12,15,84,42,85,10,12
"778",17,37,22,17,97,38,92,99,12,17
"779",12,12,35,12,24,14,16,34,10,17
"780",26,128,116,26,12,21,12,38,18,14
"781",49,19,21,14,24,18,16,19,51,45
"782",13,32,10,11,16,42,10,20,14,37
"783",146,19,12,168,11,7,27,162,38,8
"784",14,16,394,16,22,296,343,16,15,15
"785",11,23,35,13,55,14,12,16,48,9
"786",43,25,12,21,10,16,29,45,27,19
"787",13,11,26,11,63,45,28,26,29,67
"788",101,14,8,56,16,13,13,10,43,18
"789",20,16,19,16,14,23,22,35,35,16
"790",11,20,12,25,21,46,8,26,14,11
"791",11,17,48,13,13,11,161,146,12,11
"792",9,10,209,10,14,22,9,301,273,11
"793",19,10,7,14,23,7,24,11,21,25
"794",11,13,40,17,13,45,20,22,23,46
"795",10,15,16,36,18,15,19,34,26,22
"796",56,9,30,7,12,49,17,16,10,33
"797",47,14,15,116,25,92,100,100,106,30
"798",33,38,228,14,9,84,31,20,230,10
"799",14,61,13,51,63,12,11,45,12,9
"800",8,22,9,9,16,94,26,89,31,19
"801",30,28,298,15,9,444,8,14,14,336
"802",117,104,33,14,103,19,16,19,18,21
"803",8,16,49,17,22,22,22,17,22,52
"804",21,72,11,7,103,31,107,14,7,7
"805",11,8,111,62,10,49,12,20,10,384
"806",10,19,29,52,10,106,106,88,16,108
"807",321,9,10,371,10,11,293,10,15,266
"808",23,143,14,132,17,12,20,14,75,18
"809",NA,NA,NA,NA,17,15,15,26,32,34
"810",11,15,15,107,44,15,105,28,10,12
"811",64,94,8,16,9,15,20,365,26,442
"812",14,41,12,12,61,10,34,14,10,58
"813",35,7,9,7,321,15,18,10,20,16
"814",50,11,13,25,15,134,110,16,15,30
"815",290,25,12,238,40,408,26,23,12,12
"816",13,26,21,19,34,12,10,36,33,14
"817",19,22,91,22,16,9,15,70,88,19
"818",19,10,29,9,13,33,17,32,16,8
"819",318,11,17,NA,12,36,13,211,23,NA
"820",12,12,10,11,33,17,29,8,31,21
"821",10,58,124,37,133,11,12,13,61,43
"822",34,12,73,10,17,75,18,37,25,72
"823",15,20,13,55,18,10,13,40,28,61
"824",12,205,12,18,10,12,48,16,175,11
"825",77,31,18,68,44,29,64,17,30,50
"826",22,10,20,13,29,14,21,15,25,12
"827",28,9,19,33,18,26,25,18,14,20
"828",23,29,10,19,16,82,74,45,17,14
"829",9,15,6,14,7,17,10,7,7,10
"830",38,126,21,77,74,29,33,NA,85,71
"831",14,13,11,28,106,13,147,152,163,165
"832",9,19,40,24,50,19,53,12,18,52
"833",23,17,11,11,8,26,12,11,13,21
"834",40,15,27,91,14,97,21,21,51,75
"835",34,31,46,26,28,48,45,15,34,31
"836",11,19,8,9,75,55,27,32,27,71
"837",10,22,118,11,90,33,17,18,18,18
"838",12,16,12,22,32,38,14,19,16,39
"839",29,14,12,189,18,17,127,13,6,13
"840",70,11,20,66,15,9,19,20,75,14
"841",17,83,10,82,16,18,18,75,70,13
"842",15,82,15,38,86,16,79,63,17,71
"843",12,9,8,145,24,141,15,13,19,10
"844",14,18,16,16,30,13,17,18,28,16
"845",16,9,17,8,71,50,73,13,14,13
"846",384,11,13,NA,8,107,263,NA,18,34
"847",54,11,15,21,11,38,9,11,51,53
"848",NA,13,13,8,14,42,53,19,NA,NA
"849",15,27,17,15,10,29,19,31,12,8
"850",11,40,22,15,10,25,38,36,21,23
"851",341,180,9,345,7,287,14,16,78,11
"852",17,363,62,425,248,9,26,15,26,13
"853",167,196,11,158,185,14,14,9,15,16
"854",9,66,14,14,17,155,18,10,81,159
"855",10,12,58,13,15,11,58,10,22,63
"856",14,20,413,410,19,50,17,17,10,12
"857",22,14,12,14,27,14,16,11,8,32
"858",17,141,42,23,139,27,12,12,27,11
"859",13,17,12,12,48,16,34,7,106,8
"860",191,12,441,19,10,30,11,12,470,434
"861",10,34,12,31,8,10,22,11,11,40
"862",9,16,19,13,89,75,12,13,49,13
"863",31,26,28,25,18,29,52,NA,27,NA
"864",14,36,218,32,10,31,12,8,211,35
"865",12,21,11,11,12,23,17,10,21,11
"866",29,86,72,21,81,20,30,17,24,16
"867",110,10,15,34,246,12,52,253,117,72
"868",118,11,11,12,17,16,117,26,27,15
"869",35,11,58,11,24,12,58,28,16,8
"870",24,34,40,32,14,29,13,21,13,19
"871",13,103,9,50,20,103,85,95,29,28
"872",17,12,73,85,9,13,18,18,14,23
"873",40,13,48,20,41,103,12,15,108,82
"874",15,42,93,19,25,96,52,14,82,10
"875",8,124,9,9,9,30,11,23,78,71
"876",12,17,24,20,9,51,9,115,11,116
"877",18,62,178,12,103,17,8,10,182,147
"878",57,17,11,116,12,83,13,138,11,101
"879",12,26,82,24,171,25,183,24,12,31
"880",31,34,36,15,38,11,17,13,14,18
"881",8,21,9,10,23,199,20,10,250,8
"882",25,75,20,23,432,109,NA,24,128,NA
"883",21,94,14,22,38,71,9,48,89,89
"884",201,11,19,22,13,8,123,283,10,120
"885",19,11,112,16,12,120,30,16,69,25
"886",21,15,11,225,48,11,250,53,275,200
"887",10,19,23,17,56,15,52,41,41,12
"888",12,12,32,17,21,17,36,16,40,14
"889",39,9,14,388,37,44,424,59,52,421
"890",11,38,18,11,77,10,59,17,68,18
"891",21,68,20,NA,471,18,48,468,15,10
"892",10,100,109,14,10,9,13,13,24,88
"893",226,14,7,35,231,13,169,29,20,18
"894",34,18,68,94,27,35,18,48,41,101
"895",185,15,17,13,23,149,17,20,182,37
"896",27,119,13,37,11,114,7,14,148,12
"897",11,71,40,75,27,20,17,23,30,15
"898",24,15,16,13,12,9,23,14,17,10
"899",8,78,13,28,37,80,27,21,12,16
"900",10,71,69,18,19,27,15,17,18,52
"901",26,60,57,32,10,15,27,19,46,11
"902",43,197,49,31,11,18,16,42,17,16
"903",12,13,10,10,38,41,9,13,16,14
"904",13,48,14,31,49,39,27,15,11,16
"905",16,16,16,20,11,12,28,25,31,9
"906",19,30,20,19,50,99,11,97,36,14
"907",40,13,19,13,11,11,21,15,10,45
"908",16,91,22,13,12,64,17,124,21,110
"909",22,13,18,59,35,20,12,48,19,14
"910",30,302,18,12,18,57,300,22,15,26
"911",26,11,27,17,20,8,10,17,30,9
"912",8,26,31,15,41,8,10,10,11,44
"913",37,9,11,13,23,20,138,83,12,170
"914",43,45,18,11,51,13,13,45,28,21
"915",149,155,33,18,16,20,13,35,22,39
"916",47,69,9,66,30,15,25,54,10,12
"917",13,13,12,14,28,14,23,14,9,25
"918",19,103,98,63,17,10,16,40,18,8
"919",NA,36,32,18,8,24,13,18,NA,NA
"920",136,10,10,14,35,33,32,15,182,13
"921",11,105,36,109,48,107,16,74,11,48
"922",144,165,24,40,8,10,148,12,9,11
"923",36,308,19,38,63,317,16,27,289,16
"924",56,22,46,12,13,33,59,34,18,12
"925",13,23,51,16,10,11,52,15,12,11
"926",10,13,16,73,21,74,14,26,11,16
"927",20,41,11,13,51,13,24,57,14,19
"928",187,16,12,11,73,32,14,15,18,43
"929",17,74,81,15,73,15,14,17,52,13
"930",9,19,43,20,12,27,21,38,36,78
"931",10,79,9,18,12,87,22,14,8,15
"932",130,10,13,27,19,31,28,11,263,11
"933",11,16,15,11,20,38,12,36,35,20
"934",25,38,35,35,55,41,30,47,47,36
"935",14,74,14,41,70,14,19,64,37,12
"936",348,20,345,11,340,71,30,26,13,17
"937",26,14,14,NA,22,13,NA,18,13,20
"938",9,NA,16,440,14,19,220,182,24,29
"939",9,106,12,98,8,14,120,23,29,37
"940",17,16,129,17,15,126,26,12,29,132
"941",170,140,137,12,54,10,12,248,20,11
"942",20,10,13,51,10,23,20,10,72,64
"943",19,36,23,42,12,61,65,20,10,13
"944",12,9,10,27,11,217,222,134,119,160
"945",31,37,19,19,12,36,45,16,19,23
"946",35,25,62,123,126,13,16,12,17,21
"947",143,133,30,14,31,13,91,10,124,12
"948",10,12,11,15,102,49,11,17,75,108
"949",52,40,10,32,31,45,17,28,35,12
"950",11,297,10,269,11,33,13,9,12,12
"951",173,173,34,37,18,9,126,12,166,19
"952",80,54,82,43,13,23,18,33,19,14
"953",15,9,25,15,14,7,164,15,170,33
"954",9,144,12,166,32,153,46,7,141,16
"955",13,13,12,37,13,NA,NA,NA,NA,14
"956",26,12,28,13,11,13,14,19,54,50
"957",189,30,11,27,20,144,70,83,12,30
"958",19,23,88,97,22,10,10,18,24,20
"959",NA,27,17,10,11,51,14,9,9,NA
"960",16,12,7,22,31,18,13,32,22,11
"961",12,15,345,429,73,24,10,14,26,76
"962",42,30,16,18,22,32,44,17,15,46
"963",20,20,104,110,15,30,29,108,14,40
"964",16,18,27,9,16,56,12,13,11,53
"965",68,27,12,13,30,10,63,13,10,8
"966",27,23,9,25,10,7,14,29,12,11
"967",14,173,9,154,165,9,52,53,30,10
"968",43,41,17,14,10,64,61,12,63,20
"969",28,25,11,169,10,90,13,13,31,15
"970",136,116,14,135,14,76,27,11,89,10
"971",16,151,11,10,115,9,190,12,202,20
"972",41,9,14,15,13,10,68,64,39,10
"973",15,14,29,10,99,23,10,62,13,9
"974",30,23,54,67,64,41,15,20,21,40
"975",13,23,47,25,231,25,132,20,243,78
"976",11,12,40,46,14,40,17,10,12,16
"977",11,10,16,23,28,12,13,13,10,31
"978",32,NA,17,123,NA,15,NA,NA,NA,18
"979",13,8,15,22,43,24,42,45,25,14
"980",15,7,7,17,15,25,17,15,11,28
"981",18,19,15,18,13,30,34,37,29,11
"982",16,7,21,19,180,104,26,9,178,23
"983",50,19,16,17,40,15,33,20,10,18
"984",13,119,121,19,10,12,10,18,11,23
"985",13,11,39,55,13,43,17,37,117,86
"986",25,11,20,12,12,66,17,14,53,9
"987",11,27,17,10,300,350,5,281,49,19
"988",39,12,20,18,69,14,43,65,39,43
"989",13,32,10,29,10,101,14,14,15,89
"990",17,7,92,18,11,28,43,78,9,86
"991",19,224,26,34,182,22,12,65,20,27
"992",102,25,18,13,22,10,96,63,11,15
"993",47,137,19,165,17,8,11,12,111,41
"994",9,121,10,11,146,142,153,13,21,18
"995",31,12,50,13,15,9,38,10,23,26
"996",11,11,174,15,145,15,17,14,107,21
"997",40,10,102,11,32,124,97,28,24,25
"998",94,18,144,62,53,20,26,22,148,135
"999",117,30,21,109,39,37,28,16,96,17
"1000",253,219,13,372,9,37,8,16,267,17
