"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"750",10,9,14,25,8,14,9,12,9,39,12,22,37,12,20,12,16,20,15,14
"751",10,42,13,18,19,21,15,16,16,10,22,15,43,12,21,20,22,16,10,21
"752",14,54,16,12,23,21,16,29,28,16,15,25,54,28,13,33,15,17,21,13
"753",15,11,13,12,11,12,40,135,10,121,16,9,13,13,10,18,17,10,18,13
"754",32,12,9,10,11,16,12,9,10,13,13,19,12,13,13,15,11,9,17,22
"755",11,8,13,10,9,9,8,14,11,8,23,10,7,11,8,7,18,8,8,14
"756",154,36,12,156,10,15,12,29,21,15,9,11,10,39,10,85,17,15,9,12
"757",10,23,14,33,10,10,12,10,18,15,12,23,13,11,13,15,8,8,8,36
"758",11,10,117,11,17,132,8,15,16,18,12,9,132,11,9,15,16,12,8,10
"759",15,10,12,11,11,12,14,33,11,12,11,11,11,13,35,9,12,13,11,10
"760",10,12,9,9,9,14,10,12,10,10,8,12,10,13,7,8,15,10,36,8
"761",9,11,15,11,78,10,8,81,11,7,8,10,12,14,12,7,11,13,8,9
"762",20,16,9,57,15,12,8,15,15,27,12,22,21,9,56,10,19,8,19,11
"763",13,41,20,11,11,11,21,14,8,22,15,10,36,11,26,164,12,166,34,144
"764",9,13,11,10,11,11,8,9,10,8,8,12,9,10,11,7,10,12,26,17
"765",11,23,14,18,14,17,26,50,12,28,52,40,11,60,15,26,21,15,14,23
"766",138,11,10,15,11,15,12,17,13,15,20,9,10,20,10,12,154,14,9,10
"767",17,23,23,11,12,12,13,13,16,12,15,12,22,93,396,16,113,21,40,19
"768",12,12,27,10,12,26,13,15,11,14,13,16,10,9,14,14,12,15,10,11
"769",14,14,11,14,11,13,13,12,14,11,46,12,10,41,22,12,16,11,14,10
"770",12,11,38,11,10,44,16,25,18,11,23,20,13,11,22,8,16,9,10,18
"771",21,18,18,9,17,16,11,13,68,9,7,9,69,16,8,14,12,12,63,38
"772",7,7,9,7,8,10,7,6,7,7,7,9,9,6,9,21,18,8,9,7
"773",8,15,9,9,9,15,10,61,11,10,10,14,10,11,14,8,10,12,10,63
"774",15,16,13,13,12,13,17,9,10,10,10,17,9,39,13,14,28,11,31,9
"775",9,9,9,8,11,10,10,11,11,26,9,11,25,9,9,7,8,9,9,11
"776",12,16,12,17,7,20,77,18,32,10,10,15,13,10,18,19,10,15,11,82
"777",13,12,73,20,17,22,11,14,10,9,13,9,9,48,8,70,14,11,14,18
"778",29,13,36,19,10,10,11,10,13,12,15,7,12,37,13,10,25,18,20,18
"779",11,10,13,13,16,16,11,11,14,14,15,34,16,13,17,14,9,12,28,11
"780",9,16,12,21,212,12,64,37,21,16,214,28,15,14,13,13,14,16,10,10
"781",9,14,10,52,25,13,9,12,12,9,14,48,11,11,14,9,14,9,9,10
"782",14,14,374,14,19,146,333,14,8,11,19,10,11,7,12,15,11,11,13,12
"783",37,10,16,7,14,14,25,21,20,20,14,18,13,42,11,8,17,10,15,12
"784",40,13,14,20,9,18,27,8,12,18,32,31,16,9,11,6,15,40,19,9
"785",22,57,12,10,18,33,11,9,13,10,14,12,54,32,9,16,19,21,24,19
"786",12,9,21,11,56,10,16,26,9,54,10,12,12,10,13,10,9,11,12,10
"787",6,24,9,18,8,26,14,14,8,12,15,10,408,27,28,18,7,9,10,12
"788",17,9,11,29,11,21,108,12,35,10,15,25,107,30,19,25,15,47,10,12
"789",9,39,8,17,12,10,8,9,14,10,11,16,10,49,8,10,7,12,8,8
"790",7,11,10,11,9,12,9,20,10,10,10,7,7,10,15,9,8,10,7,11
"791",18,41,18,9,84,95,12,29,105,16,27,11,15,17,10,13,26,14,30,9
"792",9,11,12,14,16,62,28,22,10,10,31,11,13,15,10,9,14,16,11,64
"793",13,48,18,17,11,15,24,13,16,10,14,11,11,12,11,22,10,50,11,11
"794",24,45,43,13,11,16,8,14,10,17,11,25,13,10,9,11,14,12,11,14
"795",9,10,9,8,9,65,8,10,9,9,8,10,7,8,9,8,8,7,88,11
"796",17,44,35,26,18,14,25,17,14,15,21,13,32,19,14,23,43,15,39,26
"797",13,9,15,9,8,64,13,9,17,11,14,10,9,15,70,10,15,9,14,9
"798",14,9,9,8,11,98,10,111,9,9,16,13,31,27,12,10,10,15,11,119
"799",11,9,10,12,15,8,8,9,9,8,34,12,10,10,32,8,10,8,10,10
"800",22,13,24,22,38,21,14,20,36,15,21,10,12,11,10,13,18,15,10,15
"801",13,18,20,15,24,13,69,22,14,11,10,30,14,11,18,69,21,22,11,14
"802",14,12,15,37,11,11,12,8,13,15,17,16,10,40,15,14,12,13,11,12
"803",10,10,9,44,10,10,13,12,9,8,7,11,12,10,10,10,10,12,8,42
"804",14,8,66,8,34,11,11,8,10,9,19,10,71,10,13,13,13,66,9,8
"805",57,17,34,21,13,13,25,52,12,12,132,21,14,18,NA,16,NA,15,9,21
"806",9,11,22,24,13,56,8,25,16,50,13,15,18,15,8,17,12,12,14,10
"807",19,18,44,32,15,15,9,47,12,12,14,15,12,11,17,27,16,16,13,21
"808",26,10,15,22,9,29,15,27,25,12,79,14,34,14,17,18,13,77,10,14
"809",38,325,266,13,12,12,8,20,7,11,10,13,40,15,8,13,12,9,126,14
"810",16,15,86,42,17,13,18,26,18,8,33,89,10,27,23,25,12,12,14,10
"811",8,18,10,39,11,9,18,18,15,38,16,10,16,14,8,10,11,19,21,18
"812",12,10,14,41,11,10,9,10,9,14,8,41,13,10,11,10,11,10,10,11
"813",14,23,13,91,18,19,23,13,388,NA,11,24,17,18,15,15,27,24,NA,24
"814",56,33,30,17,12,10,11,22,10,40,12,9,10,13,12,10,25,12,11,59
"815",37,10,9,7,8,24,10,98,12,10,30,15,13,11,23,15,13,102,8,9
"816",9,10,12,54,9,7,18,26,11,17,13,11,11,17,18,9,15,9,49,17
"817",14,17,21,19,27,11,25,57,14,24,13,14,10,17,56,24,18,22,20,17
"818",12,9,14,11,17,35,9,14,11,19,35,18,15,11,17,18,20,16,12,11
"819",17,11,24,24,114,11,119,17,17,37,26,19,14,24,10,14,11,9,15,14
"820",23,8,14,11,14,7,10,15,9,14,12,14,9,25,8,13,8,10,16,9
"821",15,16,30,27,17,11,16,17,14,13,16,15,15,16,12,17,9,10,11,16
"822",36,10,9,12,10,12,11,12,11,38,12,16,12,9,11,16,11,8,11,12
"823",33,14,20,14,21,23,8,37,19,8,18,14,21,20,15,21,10,20,19,12
"824",17,9,14,11,10,9,367,406,26,9,11,25,13,16,17,9,8,399,9,9
"825",14,82,16,16,11,12,19,11,12,13,17,13,11,94,42,14,9,16,10,14
"826",12,147,17,137,15,9,25,14,16,25,13,20,16,14,129,26,24,18,13,18
"827",12,72,13,9,12,10,8,12,76,12,22,78,22,40,17,12,16,30,10,13
"828",316,9,176,23,12,15,14,16,13,14,10,304,16,12,10,15,13,10,25,16
"829",74,10,10,11,10,17,10,10,13,13,66,14,8,9,8,29,13,9,14,10
"830",12,19,18,9,11,13,14,14,55,11,11,11,15,19,55,16,14,15,15,15
"831",13,12,12,8,18,10,12,48,9,14,147,11,18,19,11,11,140,14,39,22
"832",13,9,28,10,8,10,9,10,8,7,10,8,8,7,30,12,8,9,8,8
"833",12,9,12,12,13,15,9,33,11,9,10,8,32,11,10,10,15,9,22,11
"834",9,9,12,13,11,10,11,31,11,18,10,10,15,15,13,9,13,17,9,17
"835",16,58,15,8,9,9,9,92,9,11,15,9,13,81,12,10,23,30,8,7
"836",19,18,38,9,13,91,12,21,10,17,12,19,93,28,52,11,12,11,18,22
"837",8,NA,13,27,8,12,18,13,8,12,44,65,47,15,10,9,11,11,12,11
"838",10,98,12,94,8,9,22,10,19,17,9,22,15,10,39,8,12,12,12,16
"839",8,8,50,50,8,12,16,14,14,8,11,18,13,20,15,24,9,25,25,14
"840",9,10,7,9,10,9,9,16,12,8,10,8,9,10,19,9,9,10,7,11
"841",10,73,36,13,12,31,10,9,17,41,15,13,10,67,8,36,12,11,60,11
"842",NA,10,11,11,13,20,13,9,15,10,11,16,NA,19,15,10,10,38,32,63
"843",11,10,12,9,21,12,14,387,7,12,11,45,9,16,17,20,390,19,10,21
"844",16,92,13,26,18,10,10,8,11,14,9,10,89,24,16,11,29,20,11,8
"845",8,12,14,11,26,7,7,8,9,27,9,9,7,8,9,12,12,11,10,8
"846",18,79,26,19,75,23,11,10,15,15,17,17,10,27,13,52,12,13,24,31
"847",19,6,20,17,10,58,10,25,9,8,10,38,68,10,9,10,35,19,11,13
"848",14,68,12,16,10,13,12,14,9,10,13,71,11,12,7,34,33,16,21,18
"849",9,11,9,11,8,69,9,17,13,70,12,8,9,20,11,20,11,15,12,59
"850",21,88,14,11,18,27,10,66,48,13,12,15,17,24,84,21,9,10,14,9
"851",9,13,14,8,25,7,12,7,12,12,10,11,10,11,9,7,13,26,8,13
"852",13,19,9,10,9,17,12,17,17,14,12,41,10,38,15,20,13,11,8,10
"853",10,18,10,13,15,16,12,17,15,18,41,17,18,14,15,16,53,13,10,12
"854",7,8,58,8,8,12,8,11,11,10,69,9,8,82,9,9,8,9,7,8
"855",17,110,16,16,13,14,14,17,14,13,14,18,93,10,12,15,14,15,18,10
"856",17,8,9,9,9,8,7,14,18,9,12,9,41,12,13,9,47,13,22,10
"857",7,9,21,87,14,9,85,9,17,11,10,20,9,20,13,64,14,15,10,16
"858",13,15,13,NA,17,121,13,17,12,NA,13,57,30,15,12,18,11,16,17,9
"859",12,12,13,10,13,10,7,10,11,11,15,17,11,9,12,10,38,14,33,12
"860",16,40,14,10,14,13,20,14,62,17,15,20,15,15,63,10,13,10,11,19
"861",18,14,21,9,11,249,15,8,10,11,10,220,10,12,14,19,19,15,19,8
"862",12,13,45,10,12,14,10,17,16,21,14,37,9,10,10,11,12,15,88,86
"863",21,16,27,20,12,22,70,13,17,16,11,13,18,14,58,14,15,10,12,16
"864",44,16,33,26,16,31,20,22,20,56,11,24,66,27,21,9,12,9,16,19
"865",24,10,18,19,14,21,12,57,55,13,16,26,12,15,17,14,28,14,11,16
"866",22,50,21,324,374,13,14,13,9,9,16,12,11,24,14,38,15,10,12,11
"867",11,10,26,13,11,11,9,12,54,10,34,14,15,23,8,10,9,56,8,14
"868",13,83,13,10,13,8,15,14,12,10,24,17,12,25,11,85,10,27,11,11
"869",10,12,12,8,12,9,9,12,11,12,13,9,25,11,10,12,26,9,12,8
"870",8,23,21,17,9,41,23,17,15,18,18,16,13,12,11,13,21,38,14,9
"871",8,86,12,10,9,12,13,11,10,11,75,84,11,7,8,12,12,9,10,9
"872",12,12,10,20,11,15,12,10,37,13,13,15,9,21,9,46,14,48,14,11
"873",16,14,16,10,13,10,11,9,11,19,12,27,11,10,55,12,14,18,10,56
"874",30,20,15,14,9,69,12,22,15,14,100,16,15,100,11,15,12,25,21,12
"875",22,29,64,15,14,11,14,17,24,19,14,21,14,16,17,15,18,14,22,64
"876",15,21,66,29,15,16,19,17,68,11,13,19,9,19,24,10,10,11,13,11
"877",18,13,19,13,89,15,88,14,17,15,8,14,13,9,37,9,19,11,47,34
"878",17,18,13,15,8,42,15,17,9,14,18,9,13,15,15,13,9,35,10,11
"879",22,22,9,22,19,9,17,12,27,10,10,11,12,22,49,26,17,43,9,22
"880",395,8,12,61,13,9,16,22,26,13,18,447,10,16,16,25,439,11,16,14
"881",12,13,28,10,10,12,9,10,12,13,12,12,13,10,10,13,13,24,10,9
"882",9,14,16,31,22,61,8,14,29,13,18,29,26,63,13,22,10,24,13,15
"883",37,32,11,10,11,60,16,12,11,12,9,9,13,14,61,11,12,14,8,14
"884",12,13,16,13,16,13,40,11,11,17,10,17,11,40,12,17,11,11,14,15
"885",13,15,25,8,9,17,15,14,10,27,15,14,138,9,133,10,22,10,13,78
"886",15,9,15,40,59,9,27,11,38,14,39,11,16,20,59,16,12,14,13,40
"887",13,13,10,17,10,19,24,14,21,35,70,72,82,22,23,18,19,11,85,21
"888",17,17,37,12,18,15,22,37,20,57,15,16,13,13,31,22,9,58,12,16
"889",18,138,14,30,28,12,126,11,14,11,11,14,11,11,11,10,113,14,7,13
"890",20,11,14,30,15,117,10,13,34,31,13,14,27,22,13,83,17,16,50,130
"891",20,28,17,7,13,16,10,18,14,16,11,7,11,10,7,9,19,18,38,10
"892",27,10,13,16,11,13,10,10,39,53,14,14,17,12,16,57,14,15,8,11
"893",96,11,10,98,10,10,65,12,10,45,14,11,8,11,14,23,35,13,10,10
"894",12,11,11,13,10,80,18,13,8,33,33,13,25,12,20,78,11,50,8,19
"895",24,10,38,23,19,36,17,11,8,11,17,15,10,14,10,25,24,13,10,24
"896",17,15,110,52,17,20,11,17,13,20,16,15,11,13,13,25,18,11,106,42
"897",18,12,10,20,10,21,15,26,24,32,13,20,11,18,9,33,9,11,17,19
"898",11,43,22,12,13,43,16,11,11,11,17,10,17,16,8,16,10,9,15,12
"899",51,24,54,22,13,16,13,17,16,14,17,16,17,12,21,15,16,18,23,26
"900",9,8,13,11,214,10,15,11,9,9,10,198,14,28,8,9,12,9,13,11
"901",12,32,11,11,9,93,10,10,16,12,13,14,18,17,56,13,102,11,11,17
"902",13,19,14,8,10,8,16,9,11,34,10,13,51,33,16,19,48,8,15,35
"903",8,17,18,64,85,16,9,20,9,10,20,90,15,9,9,7,17,8,9,13
"904",10,13,9,11,13,14,11,10,12,11,19,12,12,11,10,12,11,12,22,10
"905",17,22,23,13,52,10,21,18,17,21,15,13,20,13,312,20,21,101,23,14
"906",261,14,16,10,11,17,15,9,15,10,11,11,NA,23,15,11,370,9,NA,10
"907",10,9,13,16,11,15,13,14,12,13,13,11,12,12,12,58,13,50,11,10
"908",12,14,29,12,11,11,9,11,28,11,11,10,10,15,9,13,17,8,13,11
"909",22,12,292,12,11,31,214,288,13,18,15,13,11,13,10,26,14,170,18,13
"910",13,42,16,10,11,16,23,11,9,17,40,22,12,23,9,9,14,10,21,14
"911",106,9,14,9,12,107,14,13,25,11,9,14,10,13,7,9,94,12,15,7
"912",21,27,10,32,32,33,20,13,22,12,24,13,25,33,46,26,50,15,20,21
"913",15,98,16,12,150,9,463,19,11,13,14,9,473,17,11,10,475,9,13,11
"914",8,68,7,79,51,16,19,8,9,14,79,11,16,9,13,13,16,19,9,12
"915",14,10,43,13,9,10,12,11,11,16,12,10,21,14,14,12,8,11,10,46
"916",17,14,13,15,21,43,17,17,21,29,30,11,13,16,17,13,13,21,11,14
"917",13,13,12,11,12,10,17,21,38,13,9,14,13,18,17,21,51,14,35,49
"918",16,12,17,10,121,10,16,12,8,17,23,20,18,12,14,15,10,15,14,111
"919",9,10,12,13,14,12,15,32,18,33,15,15,11,13,10,13,13,14,22,11
"920",14,48,16,12,63,14,11,15,9,59,29,12,10,22,9,19,33,11,22,24
"921",30,12,10,27,10,13,13,12,12,10,9,12,11,9,12,9,10,12,12,9
"922",13,22,9,16,12,12,9,12,9,16,31,10,20,11,19,20,11,18,11,33
"923",10,11,15,27,18,18,10,19,18,21,25,19,14,17,11,19,9,20,10,32
"924",12,7,9,9,29,9,16,10,19,11,8,10,8,13,12,10,12,9,13,12
"925",10,25,13,13,17,17,10,14,12,12,23,23,21,15,38,37,14,19,16,23
"926",17,41,55,11,13,11,12,64,62,9,22,15,27,75,12,12,8,28,15,25
"927",7,18,33,27,16,13,NA,18,10,28,10,69,NA,14,16,19,10,10,12,116
"928",8,16,18,52,13,18,15,16,13,12,9,11,7,47,19,12,21,9,12,13
"929",12,13,9,23,10,42,9,15,11,18,8,7,10,17,23,42,17,26,14,11
"930",13,13,12,16,15,17,18,67,15,21,17,22,32,19,19,72,22,42,11,14
"931",10,10,11,11,60,25,14,12,62,19,19,14,8,44,8,17,18,19,13,13
"932",19,37,12,66,16,14,46,14,65,20,10,16,15,19,16,15,14,23,13,19
"933",11,36,10,11,386,11,16,16,19,17,396,11,47,40,394,13,72,14,11,10
"934",10,13,13,11,10,13,13,27,11,11,11,16,10,15,32,14,7,37,13,12
"935",7,12,8,10,20,43,17,22,12,14,14,21,10,14,15,9,41,8,12,12
"936",11,8,11,9,11,31,10,11,19,8,10,16,7,9,11,11,33,16,18,13
"937",15,24,11,16,62,22,13,39,10,11,20,18,15,11,15,64,35,13,21,21
"938",16,16,19,16,18,45,19,10,10,14,15,9,15,8,15,11,57,34,33,9
"939",16,8,12,10,8,11,13,10,9,8,7,13,10,52,17,10,11,13,71,9
"940",10,15,11,12,48,10,10,13,14,12,11,10,19,13,13,43,10,27,12,19
"941",19,13,12,10,14,18,14,10,28,12,12,16,10,12,10,13,12,21,25,10
"942",9,9,6,8,8,19,7,9,8,7,7,7,7,8,8,19,8,8,6,9
"943",83,8,15,11,17,12,22,22,10,83,19,32,11,14,15,16,37,46,16,12
"944",9,8,9,39,7,12,12,10,43,14,10,11,9,10,7,10,9,10,13,16
"945",8,16,9,17,37,23,12,10,15,12,11,40,15,45,13,15,17,27,50,13
"946",47,13,12,28,22,11,14,13,13,48,22,20,22,22,18,21,13,23,36,11
"947",46,10,21,11,9,12,8,20,13,13,7,10,24,14,45,15,25,10,12,9
"948",9,29,12,11,14,16,13,11,11,12,12,10,12,12,11,9,28,7,11,8
"949",9,11,166,13,18,8,8,138,10,18,8,10,11,7,159,167,8,9,9,14
"950",32,11,32,10,11,13,10,10,10,11,10,13,13,10,10,9,9,9,8,9
"951",157,22,14,10,10,9,11,12,20,17,9,21,15,62,24,22,10,155,13,22
"952",39,21,18,23,13,9,15,13,18,11,11,24,12,15,20,18,13,10,41,11
"953",10,12,15,13,14,11,9,57,11,17,14,12,17,16,14,16,14,9,13,NA
"954",45,7,15,9,9,14,17,10,18,12,11,16,16,14,10,34,12,15,10,12
"955",8,57,11,9,7,8,17,11,16,8,47,8,12,10,10,18,9,11,11,8
"956",10,6,13,22,7,17,20,7,58,14,18,11,13,26,NA,20,13,NA,110,20
"957",14,159,23,14,11,10,25,12,18,15,10,59,16,12,22,11,29,11,160,11
"958",13,21,81,15,18,8,9,10,84,10,9,12,12,19,30,11,16,11,11,19
"959",18,11,12,11,25,12,10,31,61,29,16,12,18,22,10,14,15,10,60,11
"960",7,11,10,15,10,16,10,15,9,13,18,19,8,17,10,17,16,39,15,39
"961",12,319,17,24,13,15,24,368,20,21,30,8,17,14,22,12,11,324,25,20
"962",11,19,24,9,8,17,14,14,8,8,64,27,11,19,14,10,65,23,26,24
"963",19,10,9,18,10,14,16,15,12,68,12,11,14,12,16,15,13,72,14,18
"964",10,24,10,22,20,19,21,44,16,11,87,27,17,12,89,13,10,12,40,16
"965",57,12,60,19,23,11,24,9,10,13,17,14,11,10,14,10,13,21,9,12
"966",10,15,15,14,19,13,17,12,21,12,15,12,9,158,27,116,9,15,13,162
"967",12,8,16,23,13,8,9,42,12,10,13,12,12,11,14,17,9,45,11,8
"968",11,11,10,8,15,10,10,10,11,26,7,7,10,11,9,16,29,11,9,9
"969",13,20,18,12,23,17,10,21,48,35,16,55,15,20,10,10,15,21,20,13
"970",12,13,13,17,11,16,16,16,10,16,14,15,67,25,18,82,20,88,15,16
"971",64,16,11,12,26,15,52,15,10,12,10,19,30,10,12,27,9,15,10,14
"972",13,49,49,13,22,9,15,36,9,34,34,23,9,12,18,13,10,29,13,12
"973",21,8,18,17,52,86,16,12,12,17,12,12,22,12,17,9,11,18,83,15
"974",9,13,14,9,16,13,36,19,14,52,83,60,14,13,10,14,42,25,12,12
"975",14,13,17,15,11,10,9,62,16,55,10,14,19,11,9,13,57,7,15,18
"976",10,10,9,8,8,9,11,11,26,12,11,8,25,11,10,11,11,10,12,12
"977",20,15,8,23,17,18,14,15,21,21,10,13,9,386,11,11,10,22,8,13
"978",11,18,14,20,12,10,14,21,10,9,31,11,17,8,8,9,13,8,16,16
"979",15,9,15,15,8,8,11,13,17,12,9,14,13,9,34,9,8,11,10,33
"980",18,19,13,37,16,12,22,32,181,12,17,12,10,11,188,20,24,18,11,12
"981",12,15,57,12,13,19,23,15,15,14,17,14,16,12,14,56,16,16,17,14
"982",13,17,15,14,18,19,21,14,9,30,12,14,22,15,14,18,15,34,9,17
"983",8,148,12,152,10,10,12,10,8,13,215,11,11,9,9,9,13,18,11,215
"984",18,12,16,21,21,11,9,9,22,20,11,17,97,11,88,95,16,11,10,47
"985",8,15,34,12,11,33,9,15,15,17,10,11,11,6,10,15,11,8,10,16
"986",24,7,8,7,19,22,33,12,13,18,11,15,20,24,19,10,8,11,10,30
"987",25,19,31,14,13,29,17,11,16,60,10,60,13,36,15,14,10,17,9,24
"988",12,13,9,11,9,14,10,11,57,11,13,49,13,9,13,24,60,11,15,22
"989",7,52,12,18,34,14,13,18,14,11,8,21,11,9,12,16,51,10,12,16
"990",11,27,10,10,8,12,8,8,10,11,9,7,13,10,26,9,10,7,8,11
"991",11,11,15,12,26,13,11,12,9,13,11,16,15,10,27,12,15,12,15,13
"992",13,9,17,17,10,10,10,13,8,11,9,13,14,9,9,10,12,41,40,10
"993",12,99,95,11,13,82,9,11,10,8,13,12,12,11,15,11,10,10,13,9
"994",11,7,11,8,10,8,10,10,9,8,17,34,15,13,11,11,32,8,12,19
"995",22,65,27,13,17,20,14,22,61,17,11,12,22,27,16,14,16,15,11,15
"996",7,22,10,15,9,10,15,14,14,16,10,13,32,14,11,12,9,12,9,16
"997",7,13,26,17,10,59,14,22,25,20,12,59,15,12,10,20,20,9,13,35
"998",18,10,10,20,46,10,9,96,12,16,88,13,11,13,8,19,10,20,9,14
"999",25,15,13,13,14,14,17,14,13,12,13,54,12,8,61,14,56,12,22,15
"1000",16,27,27,12,8,14,12,10,11,9,13,12,11,13,13,12,12,11,11,10
